index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
862462,2020-02-14 17:36:19.230,2434306362330200064,,103253202107,IN,Maharashtra,Thane,132996,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044,Android 6.0.99,mobile,True,False,False
858247,2020-02-14 16:39:45.552,-3023038403477960192,,137.47.0.183,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False
858065,2020-02-14 16:37:38.420,-1667893487629870080,,81.166.64.136,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/294317",Android 2.3.6,iOS 8.2,tablet,True,False,False
848046,2020-02-14 14:31:40.014,3189214359910069760,,51.174.0.194,NO,Vestland,Kleppesto,29695,"Mozilla/5.0  (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",Android 2.3.6,iOS 8.2,mobile,True,False,False
845699,2020-02-14 14:01:29.430,1812386460084940032,682.0,51175222115,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [TNMOBILE/iOS 2.13.0]",Mobile Safari UI/WKWebView ,iOS 12.5,mobile,True,False,False
845266,2020-02-14 13:55:55.134,934818700611981056,,81.167.55.90,NO,Vestfold og Telemark,Revetal,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10.9; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.121.121 Safari/537.36 Avast/72.0.1174.121",Chrome 72.0.3626.121,Mac OS X 10.9,desktop,True,False,False
837051,2020-02-14 12:09:34.173,4298574655127119872,,89.162.3.0,NO,Nordland,Bod├©,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False
833095,2020-02-14 11:13:16.579,-1495462519761939968,,158.149.62.108,NO,-,-,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
819569,2020-02-14 07:59:40.166,2283421346849329920,,213.162.247.31,NO,-,-,28824,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
818299,2020-02-14 07:38:50.402,-4026135663846199808,,158.248.67.245,BR,-,-,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
813069,2020-02-14 05:51:35.781,6603588285930250240,,10.0.11.17,US,New Jersey,Newark,54903,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) power Build/QPES30.79-124-2; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 [TNMOBILE/Android 2.8.0]",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,False,True,False
813011,2020-02-14 05:50:15.401,-4324475583306590208,,103.252.6.43,IN,Maharashtra,Thane,132996,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.129 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1934,iOS 11.2.6,mobile,False,True,False
787019,2020-02-13 17:30:35.533,2660345588973029888,1026.0,92220222110,NO,Vestland,Radal,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/293625",Chrome 73.0.3654,iOS 14.2.1,tablet,True,False,False
784030,2020-02-13 16:52:16.412,-2845196592671090176,,45.130.53.64,US,Texas,Dallas,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.96 Mobile Safari/537.36 variation/151059",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,True,False
779969,2020-02-13 16:05:47.789,7044644092200389632,,10.0.78.244,PL,West Pomerania,Dolice,205727,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/9818",Chrome 73.0.3654,Mac OS X 11.6.3,desktop,True,False,False
771568,2020-02-13 14:25:10.457,2921043637964360192,,176.107.134.69,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/79.0.3945.192.202.130 Safari/537.36 RuxitSynthetic/1.0 v4855420429 t8347097904287973985",Chrome 79.0.3945.192.202,Chrome OS 5978.98.0,desktop,True,False,False
761297,2020-02-13 12:15:56.955,-8004436082681409536,,79.161.56.14,NO,Vestfold og Telemark,Holmestrand,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
755717,2020-02-13 11:02:01.976,-4811288571066760192,,10.3.42.204,NL,-,-,43038,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
755187,2020-02-13 10:54:37.919,8639661779828360192,,213162230125,NO,-,-,28824,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
753417,2020-02-13 10:31:19.719,-4324475583306590208,,38.135.39.212,US,-,-,393398,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 532 Dual SIM) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",IE Mobile 11.0,Windows Phone 8.1,mobile,False,True,False
738237,2020-02-13 06:38:20.166,7010957535958660096,,185.4.133.206,GR,-,-,199246,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36 variation/151352",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,False,False
714173,2020-02-12 18:38:03.805,-4443994993691060224,,190108126221,BR,Minas Gerais,S├úo Jo├úo del Rei,262680,Opera/9.80  (iPad; CPU OS 7_1 like Mac OS X) Presto/2.12.423 Version/12.16,Opera Mini 19.0.2254,iOS 7.1,mobile,True,False,False
712681,2020-02-12 18:17:29.311,-4324475583306590208,,38.135.39.60,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1670 variation/272164,Firefox 20.0.0.1670,iOS 14.2.1,mobile,False,True,False
693359,2020-02-12 14:17:38.542,-6158976571472310272,,95.130.222.55,NO,Viken,Fornebu,49082,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36 variation/151834",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,False,False
673588,2020-02-12 10:13:05.641,-7918490267179310080,,10.1.3.111,BR,-,-,500169,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
666920,2020-02-12 08:44:37.073,5656390583071059968,,10.0.160.77,NO,Viken,Sem,500136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
657016,2020-02-12 06:00:45.660,-4324475583306590208,,209236125118,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1923.96 Mobile Safari/537.36 variation/11348",Chrome Mobile 81.0.4044.1923,Android 10.0.99,mobile,False,True,False
643318,2020-02-11 21:21:03.762,1966224032258200064,,79.160.90.148,NO,Rogaland,Skudeneshavn,29695,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.81 Safari/537.36",Chrome 72.0.3626,Chrome OS 13505.73.0,desktop,True,False,False
637921,2020-02-11 19:52:12.915,3598437975248480256,962.0,84209150161,NO,Oslo County,Oslo,41164,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
634836,2020-02-11 19:09:51.711,-4552894418822249984,,92221139204,NO,Viken,Drammen,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False
627384,2020-02-11 17:30:16.991,-6503334598045599744,571.0,84.209.15.96,NO,Oslo County,Oslo,41164,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
621944,2020-02-11 16:26:57.905,391321868321036032,,156.52.252.103,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.4.0.36 Chrome/81.0.4044.95 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,False,False
619426,2020-02-11 15:58:50.528,-8884378439006220288,,139164170161,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.67.121 Safari/537.36",Chrome 72.0.3626.67,Mac OS X 10.14.6,desktop,True,False,False
615840,2020-02-11 15:19:39.528,-2158824077636849920,,152.93.126.148,NO,Rogaland,Sandnes,29695,"Mozilla/5.0  (X11; CrOS x86_64 13729.56.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.128 Safari/537.36 (Ecosia android@69.0.3497.17.19.128",Chrome 69.0.3497.17.19,Chrome OS 13729.56.0,desktop,True,False,False
574966,2020-02-11 06:56:51.539,-2159711252443820032,,209.236.117.79,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1949.18 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1949,iOS 14.2.1,mobile,False,True,False
573072,2020-02-11 06:22:05.916,-4324475583306590208,,38.135.39.231,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1949.91 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1949,Windows Phone 8.1,mobile,False,True,False
568168,2020-02-11 04:11:54.075,-6836927275509080064,,66248237166,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.71 Mobile Safari/537.36,gzip(gfe,gzip(gfe variation/150870",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,True,False
559884,2020-02-10 22:24:10.478,3759316690072470016,,10.0.64.61,NO,Viken,Vettre,29695,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/6.4",Chrome Mobile 81.0.4044,Android 2.2,mobile,True,False,False
553246,2020-02-10 20:19:47.075,-4324475583306590208,,10.0.4.29,RO,Bucuresti,Bucharest,500039,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.117 Mobile Safari/537.36 variation/183036",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,False,True,False
540652,2020-02-10 17:49:15.068,-3276705112761800192,,80.202.114.7,NO,Vestland,Bergen,15659,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8335",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False
532984,2020-02-10 16:24:54.083,-3678838537423640064,,185.19.116.176,PL,┼ü├│d┼║ Voivodeship,Radomsko,49528,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.5.0.41 Chrome/81.0.4044.1943.95 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,True,False,False
508028,2020-02-10 12:02:50.537,5725258883023620096,,156.52.213.159,NO,-,-,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
500201,2020-02-10 10:28:09.836,-2426565723310539776,,80211241124,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Linux; U; Android 2.2) power AppleWebKit/537.36 (KHTML, like Gecko SamsungBrowser/11.2 Chrome/75.0.3770.143 Mobile Safari/537.36 variation/40975",Samsung Internet 11.2,Android 2.2,mobile,True,True,False
499563,2020-02-10 10:20:41.710,6240170369328230400,517.0,10.0.77.211,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
488895,2020-02-10 07:57:51.491,2567707781034509824,,79.160.244.57,NO,Vestland,Bergen,29695,"Mozilla/5.0  (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/87.0.4280.2259.101 Mobile Safari/537.36 PHX/4.5",Chrome Mobile WebView 87.0.4280.2259,iOS 6.1.3,tablet,True,False,False
484640,2020-02-10 06:48:50.785,-5083205805725800448,,95164143128,US,Wyoming,Cheyenne,54903,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1618 variation/193403,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
483360,2020-02-10 06:23:02.700,866176531291138944,,91240236235,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
483111,2020-02-10 06:17:40.877,-4181075837585769984,,91240236235,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
482566,2020-02-10 06:05:11.464,5780471454460590080,,2.56.166.10,RO,-,-,3280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
482456,2020-02-10 06:01:54.380,-2200491188712460032,,2.56.166.10,RO,-,-,3280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
482102,2020-02-10 05:52:45.031,6969491805167020032,,2.56.166.10,RO,-,-,3280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
482034,2020-02-10 05:51:00.938,-5783801028078869504,,2.56.166.10,RO,-,-,3280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
471294,2020-02-09 22:02:14.465,1773806678236549888,,92220101142,NO,Viken,Moss,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.203.88 Safari/537.36",Chrome 79.0.3945.192.203,Mac OS X 10.14.6,desktop,True,False,False
465254,2020-02-09 19:57:20.968,1392398024115549952,,10.0.65.41,NO,Innlandet,Rena,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1618 (Chrome,Firefox 20.0.0.1618,iOS 11.2.6,mobile,True,False,False
429387,2020-02-09 11:24:15.341,-4324475583306590208,,209236125118,US,-,-,393398,Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) Gecko/48.0.0.3128.3131 Firefox/48.0.0.3128.3131,Firefox Mobile 48.0.0.3128.3131,Windows Phone 8.1,mobile,False,True,False
421493,2020-02-09 09:11:58.045,-4324475583306590208,,209236117148,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36 variation/10545",Chrome Mobile 81.0.4044,Android 10.0.99,mobile,False,True,False
413118,2020-02-09 05:38:13.128,635680683114080000,,66.248.237.15,US,-,-,393398,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20081407 Firefox/20.0.0.1618 variation/64671,Firefox 20.0.0.1618,Android 4.1,mobile,True,True,False
391581,2020-02-08 17:36:02.296,-795997704541565952,,10.1.17.188,NO,-,-,207674,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,True,False,False
383515,2020-02-08 15:40:32.126,-4324475583306590208,,209.236.123.67,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1931.71 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1931,iOS 14.2.1,mobile,False,True,False
373721,2020-02-08 13:17:33.124,814777693730695040,,10.0.82.157,PL,-,-,205727,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36 webexplorer/4",Chrome Mobile WebView 80.0.3987,Android 4.1,mobile,True,False,False
368565,2020-02-08 11:55:52.283,6215270854116670464,,66.69.98.52,US,Texas,San Antonio,11427,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2180.138 Mobile Safari/537.36,gzip(gfe",Chrome Mobile 81.0.4044.2180,iOS 13.1.3,mobile,True,False,False
366204,2020-02-08 11:14:54.040,1541847869776920064,,199.26.84.61,US,-,-,393398,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko Chrome/71.0.3578.2896.99 Mobile Safari/537.36 PHX/5.4 variation/70741",Chrome Mobile 71.0.3578.2896,Android 5.5.1,mobile,True,False,False
